PUBLICATION_DATE,UID,TAXA_ID,SITE_ID,DATE_COL,VISIT_NO,EPA_REG,STATE,SITESAMP,UNIQUE_ID,AG_ECO9,SAMPLE_TYPE,IS_DISTINCT,IS_DISTINCT300,TOTAL,TOTAL300,TARGET_TAXON,NON_TARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,PTV
2/10/2021,2013873,3578,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,3,3,CHEUMATOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,CHEUMATOPSYCHE,CF,CN,5.5
2/10/2021,2013873,4178,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,18,18,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2013873,4774,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,1,1,LABIOBAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,LABIOBAETIS,CG,"SW,CN",6
2/10/2021,2013873,4159,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,3,3,PISIDIUM,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,PISIDIUM,CF,BU,8
2/10/2021,2013873,4158,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,0,0,11,11,PISIDIIDAE,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,,CF,BU,8
2/10/2021,2013873,3952,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,1,1,MACRONYCHUS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,MACRONYCHUS,"CG,SC",CN,4.5
2/10/2021,2013873,3623,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,21,21,CRICOTOPUS/ORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,"SH,CG","SP,CN,BU",
2/10/2021,2013873,4379,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,5,5,TRIBELOS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,TRIBELOS,CG,BU,5.1
2/10/2021,2013873,4384,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,11,11,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4
2/10/2021,2013873,3622,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,1,1,CRANGONYX,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,,CRANGONYX,CG,SP,7
2/10/2021,2013873,3581,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,0,0,2,2,CHIRONOMIDAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,"CG,CF",BU,6.2
2/10/2021,2013873,3982,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,3,3,MICROTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6
2/10/2021,2013873,3892,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,8,8,LEBERTIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LEBERTIIDAE,,,LEBERTIA,PR,CB,8
2/10/2021,2013873,3799,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,1,1,HEMERODROMIA,,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,HEMERODROMIA,PR,SP,6
2/10/2021,2013873,3760,NRS18_NC_10010,6/24/2019,1,Region_04,NC,Y,NRS_NC-10125,SAP,BETB,1,1,1,1,GOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,GOMPHUS,PR,BU,1.8
2/10/2021,2013876,3831,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,HYDROBAENUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,HYDROBAENUS,SC,SP,8.5
2/10/2021,2013876,3406,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,ABLABESMYIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,ABLABESMYIA,PR,SP,5.6
2/10/2021,2013876,3567,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,CERATOPOGONINAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,,"PR,CG","SP,BU,PK",
2/10/2021,2013876,3625,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,2,2,CRYPTOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CRYPTOCHIRONOMUS,PR,SP,7
2/10/2021,2013876,5110,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,ORTHOCLADIINAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,STICTOCLADIUS,,,
2/10/2021,2013876,3498,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,AXARUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,AXARUS,CG,SP,2
2/10/2021,2013876,4315,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,3,3,STICTOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,STICTOCHIRONOMUS,CG,BU,5
2/10/2021,2013876,3578,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,2,2,CHEUMATOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,CHEUMATOPSYCHE,CF,CN,5.5
2/10/2021,2013876,3997,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,MUSCULIUM,,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,CF,BU,
2/10/2021,2013876,3566,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,0,0,1,1,CERATOPOGONIDAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,,PR,SP,6
2/10/2021,2013876,4178,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,11,11,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2013876,4120,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,PARATANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,CG,CN,7
2/10/2021,2013876,3882,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,LABRUNDINIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LABRUNDINIA,PR,SP,5.3
2/10/2021,2013876,3846,NRS18_OK_11421,6/24/2019,1,Region_06,OK,Y,NRS_OK-10225,SPL,BERW,1,1,1,1,HYDROPTILA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA,"PI,PR,SC",CN,2.6
2/10/2021,2013877,4101,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,4,4,PARACLADOPELMA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACLADOPELMA,CG,SP,4.2
2/10/2021,2013877,4068,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,4,4,OPHIDONAIS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,OPHIDONAIS,,,6.5
2/10/2021,2013877,4003,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,0,0,7,7,NAIDIDAE,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,,CG,BU,9
2/10/2021,2013877,3744,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,6,6,GAMMARUS,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,,GAMMARUS,"CG,SH",SP,5.7
2/10/2021,2013877,4361,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,THIENEMANNIELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,THIENEMANNIELLA,CG,SP,4.4
2/10/2021,2013877,4166,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,7,7,PLAUDITUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PLAUDITUS,,SW,4
2/10/2021,2013877,3759,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,GOMPHIDAE,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,,PR,BU,
2/10/2021,2013877,3594,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,2,2,CLADOTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6
2/10/2021,2013877,4339,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,SYRPHIDAE,,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,,,,CG,BU,10
2/10/2021,2013877,4121,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,3,3,PARATENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARATENDIPES,CG,BU,5.4
2/10/2021,2013877,4113,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,2,2,PARANAIS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,PARANAIS,CG,,
2/10/2021,2013877,4004,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,26,26,NAIS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,NAIS,CG,BU,8.6
2/10/2021,2013877,3623,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,5,5,CRICOTOPUS/ORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,"SH,CG","SP,CN,BU",
2/10/2021,2013877,3697,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,3,3,ENCHYTRAEIDAE,,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,,,CG,BU,9
2/10/2021,2013877,3450,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,0,0,1,1,AMPHIPODA,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,,,CG,SP,4.7
2/10/2021,2013877,3996,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,3,3,MUSCIDAE,,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,,,,PR,SP,5.9
2/10/2021,2013877,4120,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,8,8,PARATANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,CG,CN,7
2/10/2021,2013877,3715,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,ERIOPTERA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,ERIOPTERA,CG,"BU,SP",5.5
2/10/2021,2013877,3711,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,7,7,EPHYDRIDAE,,ARTHROPODA,INSECTA,DIPTERA,EPHYDRIDAE,,,,CG,BU,5.9
2/10/2021,2013877,4379,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,TRIBELOS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,TRIBELOS,CG,BU,5.1
2/10/2021,2013877,3981,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,MICROPSECTRA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,MICROPSECTRA,CG,"CB,CN,SP",6
2/10/2021,2013877,3658,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,5,5,DICROTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,CG,BU,6.7
2/10/2021,2013877,4005,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,NANOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,NANOCLADIUS,CG,SP,4.1
2/10/2021,2013877,3925,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,LIMNODRILUS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,,LIMNODRILUS,CG,CN,9
2/10/2021,2013877,4178,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,17,17,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2013877,4384,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,5,5,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4
2/10/2021,2013877,4143,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,68,68,PHAENOPSECTRA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA,"CG,SC",CN,7
2/10/2021,2013877,4344,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,2,2,TAENIOPTERYX,,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,,,TAENIOPTERYX,SH,"CN,SP",2.3
2/10/2021,2013877,4260,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,5,5,SAETHERIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,SAETHERIA,CG,BU,4.9
2/10/2021,2013877,3756,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,2,2,GLYPTOTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GLYPTOTENDIPES,"CF,SH",BU,9.5
2/10/2021,2013877,5112,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,11,11,ANAFROPTILUM,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,ANAFROPTILUM,,,
2/10/2021,2013877,4281,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,8,8,SIMULIUM,,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,,,SIMULIUM,CF,CN,5.7
2/10/2021,2013877,4011,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,NECTOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE,SH,"CB,SP",3.3
2/10/2021,2013877,3540,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,CAECIDOTEA,,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,,,CAECIDOTEA,CG,SP,8
2/10/2021,2013877,4308,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,5,5,STEMPELLINELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,CG,"CB,CN",2
2/10/2021,2013877,3952,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,MACRONYCHUS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,MACRONYCHUS,"CG,SC",CN,4.5
2/10/2021,2013877,4348,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,19,19,TANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,TANYTARSUS,CF,CN,2.2
2/10/2021,2013877,3500,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,0,0,7,7,BAETIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,,CG,SW,4.2
2/10/2021,2013877,3628,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,2,2,CRYPTOTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CRYPTOTENDIPES,CG,BU,8
2/10/2021,2013877,3644,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,DEMICRYPTOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DEMICRYPTOCHIRONOMUS,CG,BU,6
2/10/2021,2013877,3928,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,3,3,LIMNOPHYES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,LIMNOPHYES,CG,SP,1
2/10/2021,2013877,3572,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,2,2,CHAETOGASTER,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,CHAETOGASTER,PR,,6
2/10/2021,2013877,3578,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,1,1,CHEUMATOPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,CHEUMATOPSYCHE,CF,CN,5.5
2/10/2021,2013877,3582,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,1,1,9,9,CHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,CG,BU,9.5
2/10/2021,2013877,3581,NRS18_IA_10031,6/24/2019,1,Region_07,IA,Y,NRS_IA-10146,TPL,BETB,0,0,1,1,CHIRONOMIDAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,"CG,CF",BU,6.2
2/10/2021,2013878,3715,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,11,11,ERIOPTERA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,ERIOPTERA,CG,"BU,SP",5.5
2/10/2021,2013878,3920,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,LIMNESIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,,,LIMNESIA,PR,SW,8
2/10/2021,2013878,4032,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,NEOTRICHIA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,NEOTRICHIA,"PR,SC",CN,0
2/10/2021,2013878,4263,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,SARCOPTIFORMES,,ARTHROPODA,ARACHNIDA,SARCOPTIFORMES,,,,,PR,,8
2/10/2021,2013878,4774,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,7,7,LABIOBAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,LABIOBAETIS,CG,"SW,CN",6
2/10/2021,2013878,3496,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,7,7,AULODRILUS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,,AULODRILUS,CG,SP,6.5
2/10/2021,2013878,4029,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,NEOPLEA,,ARTHROPODA,INSECTA,HEMIPTERA,PLEIDAE,,,NEOPLEA,PR,SW,
2/10/2021,2013878,3625,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,CRYPTOCHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CRYPTOCHIRONOMUS,PR,SP,7
2/10/2021,2013878,4309,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,STENACRON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,STENACRON,CG,CN,4.4
2/10/2021,2013878,3566,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,0,0,1,1,CERATOPOGONIDAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,,PR,SP,6
2/10/2021,2013878,3925,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,2,2,LIMNODRILUS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,,LIMNODRILUS,CG,CN,9
2/10/2021,2013878,4038,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,NEUMANIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,UNIONICOLIDAE,,,NEUMANIA,PR,SW,8
2/10/2021,2013878,4003,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,0,0,48,48,NAIDIDAE,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,,CG,BU,9
2/10/2021,2013878,4120,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,PARATANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,CG,CN,7
2/10/2021,2013878,4191,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,3,3,PROCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,PROCLADIUS,PR,SP,9
2/10/2021,2013878,3821,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,27,27,HYALELLA,,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,,,HYALELLA,"CG,SH",SP,7.5
2/10/2021,2013878,4113,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,5,5,PARANAIS,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,,PARANAIS,CG,,
2/10/2021,2013878,3756,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,1,1,GLYPTOTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GLYPTOTENDIPES,"CF,SH",BU,9.5
2/10/2021,2013878,3783,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,0,0,1,1,HAPLOTAXIDA,,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,,,,,CG,BU,6
2/10/2021,2013878,4099,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,2,2,PARACHIRONOMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACHIRONOMUS,PR,SP,5.9
2/10/2021,2013878,3567,NRS18_MN_10020,6/23/2019,1,Region_05,MN,Y,NRS_MN-10135,TPL,BETB,1,1,2,2,CERATOPOGONINAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,,"PR,CG","SP,BU,PK",
